,Values
NAV,"8,551.16"
Open Price,"8,510.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,159.0 / 727.7
Day Range,"8,430.00 – 8,525.00"
Year Range,"8,200.00 – 11,155.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.550%
Total Assets,7.3 Bil
