,Values
NAV,"8,583.22"
Open Price,"8,575.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,100.0 / 707.1
Day Range,"8,575.00 – 8,625.00"
Year Range,"8,200.00 – 11,155.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.550%
Total Assets,7.3 Bil
