,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,36.59
Global Category,Other Equity
Portfolio ESG,41.44
Controversy Deduction,4.22
Sustainability Score,37.22
Sustainability Mandate,No
