,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.66,-0.98,-9.48,-15.04,-14.90,-20.12,—,—,—,—,—
Total Return % (NAV),0.09,2.78,-9.02,-13.82,-13.95,-19.37,—,—,—,—,-18.47
+/- Category (NAV),-0.79,-0.67,0.18,-2.03,-4.98,-1.51,—,—,—,—,—
+/- Index (NAV),0.09,2.69,0.95,1.90,1.14,-1.00,—,—,—,—,—
