Sectors,Fund %,Category %
Basic Materials,10.82,9.15
Consumer Cyclical,20.29,17.36
Financial Services,8.23,6.02
Real Estate,0.92,1.52
Communication Services,0.46,0.59
Energy,1.81,0.85
Industrials,21.37,14.91
Technology,10.41,23.36
Consumer Defensive,12.71,7.26
Healthcare,11.96,18.74
Utilities,1.02,0.24
