,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,36.14
Global Category,Korea Equity
Portfolio ESG,38.57
Controversy Deduction,1.95
Sustainability Score,36.62
Sustainability Mandate,No
