,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-14.90
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-13.95
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-4.98
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,0.19
Percentile Rank,—,—,—,—,—,—,—,—,—,—,73
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
