,Values
NAV,"7,607.11"
Open Price,"7,455.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"30.0 / 9,815.6"
Day Range,"7,455.00 – 7,615.00"
Year Range,"7,275.00 – 10,050.00"
SEC Yield ,—
12-Month Yield ,1.38%
Premium ,—
Expense Ratio,0.320%
Total Assets,3.0 Bil
