,Values
NAV,"7,614.19"
Open Price,"7,550.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,112.0 / 9,379.1"
Day Range,"7,505.00 – 7,550.00"
Year Range,"7,275.00 – 10,050.00"
SEC Yield ,—
12-Month Yield ,1.38%
Premium ,—
Expense Ratio,0.320%
Total Assets,3.0 Bil
