,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-14.11
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-14.03
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-4.60
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,0.94
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
