Sectors,Fund %,Category %
Basic Materials,10.21,9.15
Consumer Cyclical,15.92,17.36
Financial Services,3.49,6.02
Real Estate,0.00,1.52
Communication Services,0.31,0.59
Energy,0.31,0.85
Industrials,18.55,14.91
Technology,21.57,23.36
Consumer Defensive,8.82,7.26
Healthcare,20.83,18.74
Utilities,0.00,0.24
