,Values
NAV,"7,115.92"
Open Price,"7,010.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20,133.0 / 3,957.9"
Day Range,"7,010.00 – 7,010.00"
Year Range,"6,780.00 – 9,770.00"
SEC Yield ,—
12-Month Yield ,1.20%
Premium ,—
Expense Ratio,0.350%
Total Assets,5.3 Bil
