,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.78,-10.11,-14.08,-11.05,-21.88,—,—,—,—,—
Total Return % (NAV),0.06,2.08,-10.73,-15.98,-14.10,-22.16,—,—,—,—,-20.77
+/- Category (NAV),-0.01,0.18,-1.05,-2.45,-4.67,-2.63,—,—,—,—,—
+/- Index (NAV),0.11,1.17,-0.23,-0.10,0.96,-2.34,—,—,—,—,—
