,Values
NAV,"7,115.92"
Open Price,"7,105.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 / 3,287.2"
Day Range,"7,095.00 – 7,105.00"
Year Range,"6,780.00 – 9,770.00"
SEC Yield ,—
12-Month Yield ,1.20%
Premium ,—
Expense Ratio,0.350%
Total Assets,5.3 Bil
