,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,36.22
Global Category,Korea Equity
Portfolio ESG,37.58
Controversy Deduction,1.07
Sustainability Score,36.51
Sustainability Mandate,No
