,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.64,1.40,-4.37,0.66,15.56,1.77,9.96,—,—,—,—
Total Return % (NAV),-0.68,-0.47,-2.81,1.61,17.16,2.23,10.34,—,—,—,8.25
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
