,Values
NAV,"14,021.46"
Open Price,"14,030.00"
Bid / Ask / Spread,"0.00 / 14,035.00 / 0.00%"
Volume / Avg,"36,006.0 / 27,492.2"
Day Range,"13,975.00 – 14,045.00"
Year Range,"11,145.00 – 14,500.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.310%
Total Assets,41.4 Bil
