,Values
NAV,"13,963.61"
Open Price,"13,820.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"19,722.0 / 27,067.5"
Day Range,"13,775.00 – 13,830.00"
Year Range,"11,145.00 – 14,500.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.310%
Total Assets,42.6 Bil
