Sectors,Fund %,Category %
Basic Materials,2.41,2.78
Consumer Cyclical,12.24,19.27
Financial Services,15.98,16.81
Real Estate,2.61,2.49
Communication Services,3.37,3.58
Energy,5.22,3.04
Industrials,10.19,6.53
Technology,23.57,33.42
Consumer Defensive,7.64,4.60
Healthcare,13.55,6.41
Utilities,3.23,1.07
