,Values
NAV,"2,542.71"
Open Price,"2,585.00"
Bid / Ask / Spread,"2,540.00 / 2,785.00 / 9.20%"
Volume / Avg,"112,341.0 / 61,664.5"
Day Range,"2,535.00 – 2,585.00"
Year Range,"2,495.00 – 3,640.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.470%
Total Assets,14.7 Bil
