,Values
NAV,"2,632.81"
Open Price,"2,605.00"
Bid / Ask / Spread,"2,500.00 / 2,600.00 / 3.92%"
Volume / Avg,"55,365.0 / 60,627.5"
Day Range,"2,550.00 – 2,605.00"
Year Range,"2,495.00 – 3,640.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.470%
Total Assets,16.3 Bil
