,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,16.84,-15.02,-11.82,-24.87,-17.05,-8.59,6.09,0.82,14.46,-19.83
Fund (NAV),—,16.29,-14.92,-11.93,-25.09,-17.00,-8.56,5.96,1.20,14.57,-19.98
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
