,Values
NAV,"2,542.71"
Open Price,"2,520.00"
Bid / Ask / Spread,"2,500.00 / 2,600.00 / 3.92%"
Volume / Avg,"60,194.0 / 61,904.6"
Day Range,"2,505.00 – 2,545.00"
Year Range,"2,495.00 – 3,640.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.470%
Total Assets,14.7 Bil
