,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.29,0.59,-12.93,-10.96,-19.36,-18.34,-3.82,-7.26,—,—,—
Total Return % (NAV),1.02,1.94,-10.78,-10.34,-17.14,-18.47,-2.92,-6.48,—,—,-6.21
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
