,Values
NAV,"9,697.79"
Open Price,"9,640.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3.0 / 228,164.9"
Day Range,"9,640.00 – 9,655.00"
Year Range,"9,420.00 – 10,505.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,57.2 Bil
