,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.41,0.26,-7.07,—,—,—,—,—,—,—,—
Total Return % (NAV),0.99,2.82,-5.79,—,—,—,—,—,—,—,-3.00
+/- Category (NAV),0.22,1.33,1.31,—,—,—,—,—,—,—,—
+/- Index (NAV),0.99,1.56,0.41,—,—,—,—,—,—,—,—
