,Values
NAV,"9,669.02"
Open Price,"9,600.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 / 236,940.4"
Day Range,"9,600.00 – 9,600.00"
Year Range,"9,420.00 – 10,505.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,57.0 Bil
