,Values
NAV,"8,110.53"
Open Price,"8,110.00"
Bid / Ask / Spread,"7,310.00 / 8,115.00 / 10.44%"
Volume / Avg,"456.0 / 6,863.7"
Day Range,"8,110.00 – 8,130.00"
Year Range,"7,480.00 – 9,500.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.780%
Total Assets,8.1 Bil
