,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.74,1.71,-3.48,6.84,-6.89,-6.73,-10.87,-8.23,—,—,—
Total Return % (NAV),0.91,2.66,-2.78,6.58,-5.18,-10.33,-10.56,-8.27,—,—,-2.43
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
