,Values
NAV,"8,128.02"
Open Price,"8,025.00"
Bid / Ask / Spread,"8,040.00 / 8,840.00 / 9.48%"
Volume / Avg,"605.0 / 7,190.8"
Day Range,"8,000.00 – 8,115.00"
Year Range,"7,480.00 – 9,500.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.780%
Total Assets,8.1 Bil
