,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,28.02,11.83,-4.14,-16.64,14.04,-11.00,-15.30,-7.47
Fund (NAV),—,—,—,25.67,12.87,-3.95,-17.10,14.38,-10.86,-15.99,-5.38
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
