,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,14.74,-8.41,9.14
Fund (NAV),—,—,—,—,—,—,—,—,14.09,-8.42,11.58
+/ Category (NAV),—,—,—,—,—,—,—,—,-17.37,13.20,-5.58
+/- Index (Price),—,—,—,—,—,—,—,—,-20.63,2.41,2.50
Percentile Rank,—,—,—,—,—,—,—,—,90,2,70
# of Funds in Category,—,—,—,—,—,—,—,636,734,890,938
