,Values
NAV,"12,827.53"
Open Price,"12,775.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"412.0 / 15,158.6"
Day Range,"12,590.00 – 12,775.00"
Year Range,"11,365.00 – 14,000.00"
SEC Yield ,—
12-Month Yield ,3.67%
Premium ,—
Expense Ratio,0.450%
Total Assets,56.4 Bil
