,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.37,1.47,-5.63,-2.18,-2.45,-8.38,8.06,1.73,4.33,—,—
Total Return % (NAV),1.25,0.74,-4.51,-2.73,-1.13,-8.40,8.40,2.14,4.60,—,7.80
+/- Category (NAV),1.20,0.92,2.52,5.23,3.65,5.33,9.45,2.87,2.18,—,—
+/- Index (NAV),0.93,1.37,1.44,1.74,-1.79,1.99,3.97,-0.47,-0.58,—,—
