,Values
NAV,"9,076.50"
Open Price,"9,095.00"
Bid / Ask / Spread,"8,170.00 / 9,975.00 / 19.90%"
Volume / Avg,"53.0 / 15,108.1"
Day Range,"9,050.00 – 9,145.00"
Year Range,"8,750.00 – 11,055.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.200%
Total Assets,26.3 Bil
