,Values
NAV,"9,093.91"
Open Price,"9,020.00"
Bid / Ask / Spread,"8,085.00 / 9,870.00 / 19.88%"
Volume / Avg,"4,037.0 / 15,532.0"
Day Range,"8,945.00 – 9,020.00"
Year Range,"8,750.00 – 11,055.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.200%
Total Assets,26.4 Bil
