,Fund,Cat. Average,Index
Price/Earnings ,16.24,11.02,12.13
Price/Book ,1.27,0.84,0.86
Price/Sales ,1.06,0.53,0.65
Price/Cash Flow ,5.21,3.46,3.66
Dividend Yield % ,2.34,3.08,3.48
Long-Term Earnings % ,22.70,10.07,3.69
Historical Earnings % ,20.69,15.26,14.88
Sales Growth % ,-11.24,11.25,4.89
Cash-Flow Growth % ,15.78,16.83,15.05
Book-Value Growth % ,-1.70,10.86,8.56
