,Values
Sustainability Rate,High
Percent Rank in Global Category,10%
Historical Sustainability Score,42.73
Global Category,Korea Equity
Portfolio ESG,50.77
Controversy Deduction,7.62
Sustainability Score,43.15
Sustainability Mandate,No
