,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.89,-1.36,-5.90,-7.17,-3.16,-11.66,—,—,—,—,—
Total Return % (NAV),-0.17,-1.57,-5.12,-7.95,-3.24,-12.28,—,—,—,—,-12.64
+/- Category (NAV),0.10,-4.45,2.40,1.33,0.18,2.10,—,—,—,—,—
+/- Index (NAV),-0.49,-0.93,0.84,-3.48,-3.91,-1.89,—,—,—,—,—
