,Values
Sustainability Rate,High
Percent Rank in Global Category,1%
Historical Sustainability Score,47.27
Global Category,Korea Equity
Portfolio ESG,52.18
Controversy Deduction,4.53
Sustainability Score,47.65
Sustainability Mandate,Yes
