,Fund,Cat. Average,Index
Price/Earnings ,6.68,11.02,12.13
Price/Book ,0.92,0.84,0.86
Price/Sales ,0.52,0.53,0.65
Price/Cash Flow ,3.10,3.46,3.66
Dividend Yield % ,2.48,3.08,3.48
Long-Term Earnings % ,12.47,10.07,3.69
Historical Earnings % ,26.50,15.26,14.88
Sales Growth % ,10.29,11.25,4.89
Cash-Flow Growth % ,12.91,16.83,15.05
Book-Value Growth % ,10.27,10.86,8.56
