Sectors,Fund %,Category %
Basic Materials,8.36,8.70
Consumer Cyclical,5.19,13.65
Financial Services,17.91,11.56
Real Estate,0.00,0.29
Communication Services,1.63,2.34
Energy,3.98,1.96
Industrials,6.13,10.46
Technology,45.42,38.20
Consumer Defensive,9.05,6.64
Healthcare,1.89,4.97
Utilities,0.44,1.23
