,Values
NAV,"44,629.31"
Open Price,"44,515.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4.0 / 15,494.5"
Day Range,"44,440.00 – 44,515.00"
Year Range,"44,360.00 – 48,610.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,12.6 Bil
