,Values
NAV,"44,425.78"
Open Price,"44,490.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"527.0 / 15,737.3"
Day Range,"44,405.00 – 44,490.00"
Year Range,"44,360.00 – 48,545.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,12.5 Bil
