,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,-0.38,-9.97,-14.33,-11.74,-15.26,-3.67,—,—,—,—
Total Return % (NAV),-0.21,-0.74,-9.76,-11.11,-11.58,-14.69,-3.75,—,—,—,-1.15
+/- Category (NAV),-0.98,-2.23,-2.66,-4.33,-6.71,-1.80,-2.71,—,—,—,—
+/- Index (NAV),-0.21,-2.00,-3.56,-7.40,-12.07,-4.90,-8.12,—,—,—,—
