,Values
NAV,"9,288.02"
Open Price,"9,245.00"
Bid / Ask / Spread,"9,190.00 / 9,230.00 / 0.43%"
Volume / Avg,3.0 / 12.8
Day Range,"9,245.00 – 9,245.00"
Year Range,"9,245.00 – 11,335.00"
SEC Yield ,—
12-Month Yield ,1.53%
Premium ,—
Expense Ratio,0.410%
Total Assets,11.4 Bil
