,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,87%
Historical Sustainability Score,38.99
Global Category,Korea Equity
Portfolio ESG,43.58
Controversy Deduction,4.13
Sustainability Score,39.45
Sustainability Mandate,No
