,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,6.74,8.17,-8.18,-11.74
Fund (NAV),—,—,—,—,—,—,—,6.71,9.83,-9.70,-11.58
+/ Category (NAV),—,—,—,—,—,—,—,6.02,-12.65,6.97,-6.71
+/- Index (Price),—,—,—,—,—,—,—,-7.08,-24.06,9.46,-12.23
Percentile Rank,—,—,—,—,—,—,—,24,98,6,94
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
