,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.87,1.89,-0.16,0.95,32.58,6.41,11.70,10.76,—,—,—
Total Return % (NAV),-0.37,-0.53,0.82,2.51,27.66,7.31,12.01,10.91,—,—,9.59
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
