,Values
NAV,"15,970.29"
Open Price,"15,845.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,385.0 / 771.0
Day Range,"15,845.00 – 16,010.00"
Year Range,"11,905.00 – 16,395.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,8.5 Bil
