,Values
NAV,"15,970.29"
Open Price,"15,515.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,850.0 / 766.9
Day Range,"15,405.00 – 15,535.00"
Year Range,"11,905.00 – 16,395.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,8.5 Bil
