,Values
NAV,"18,979.19"
Open Price,"18,990.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,577.0 / 7,583.9"
Day Range,"18,975.00 – 19,145.00"
Year Range,"18,440.00 – 24,825.00"
SEC Yield ,—
12-Month Yield ,1.99%
Premium ,—
Expense Ratio,0.340%
Total Assets,26.6 Bil
