,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,9.64,-2.35,8.83,8.39,-9.09,23.81,-12.85,-8.23
Fund (NAV),—,—,—,9.33,-1.60,8.05,8.81,-9.29,24.11,-12.98,-8.89
+/ Category (NAV),—,—,—,2.35,-2.71,13.13,4.79,-9.98,1.64,3.70,-4.11
+/- Index (Price),—,—,—,-4.69,-4.87,15.99,11.21,-22.91,-8.43,4.78,-8.89
Percentile Rank,—,—,—,34,76,4,23,93,43,13,90
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
