,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.74,3.21,-7.14,-10.71,-8.23,-14.31,-1.13,-0.87,—,—,—
Total Return % (NAV),-0.42,0.86,-7.74,-13.02,-8.89,-15.91,-1.46,-0.58,—,—,1.22
+/- Category (NAV),-0.47,1.04,-0.71,-5.06,-4.11,-2.17,-0.41,0.15,—,—,—
+/- Index (NAV),-0.74,1.49,-1.79,-8.54,-9.55,-5.51,-5.89,-3.19,—,—,—
