,Values
NAV,"19,066.34"
Open Price,"18,800.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"23.0 / 6,604.0"
Day Range,"18,795.00 – 18,860.00"
Year Range,"18,440.00 – 24,825.00"
SEC Yield ,—
12-Month Yield ,1.99%
Premium ,—
Expense Ratio,0.340%
Total Assets,26.7 Bil
