,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-26.99
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-26.96
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-17.53
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-11.94
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
