,Values
NAV,"5,313.03"
Open Price,"5,305.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"30.0 / 1,314.6"
Day Range,"5,305.00 – 5,315.00"
Year Range,"5,070.00 – 8,955.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,3.1 Bil
