,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.65,0.09,-14.86,-23.78,-26.03,-30.61,—,—,—,—,—
Total Return % (NAV),1.86,3.73,-14.77,-22.63,-25.60,-30.23,—,—,—,—,-35.19
+/- Category (NAV),0.98,0.28,-5.57,-10.83,-16.64,-12.37,—,—,—,—,—
+/- Index (NAV),1.86,3.64,-4.80,-6.90,-10.51,-11.85,—,—,—,—,—
