,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-26.03
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-25.60
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-16.64
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-10.94
Percentile Rank,—,—,—,—,—,—,—,—,—,—,90
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
