Sectors,Fund %,Category %
Basic Materials,—,9.15
Consumer Cyclical,—,17.36
Financial Services,—,6.02
Real Estate,—,1.52
Communication Services,—,0.59
Energy,—,0.85
Industrials,—,14.91
Technology,—,23.36
Consumer Defensive,—,7.26
Healthcare,—,18.74
Utilities,—,0.24
