,Values
NAV,"5,411.72"
Open Price,"5,385.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"46.0 / 1,331.8"
Day Range,"5,385.00 – 5,420.00"
Year Range,"5,070.00 – 8,955.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,3.2 Bil
