,Values
NAV,"12,907.57"
Open Price,"12,800.00"
Bid / Ask / Spread,"12,805.00 / 12,930.00 / 0.97%"
Volume / Avg,"93.0 / 2,787.8"
Day Range,"12,800.00 – 12,800.00"
Year Range,"10,960.00 – 13,425.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.390%
Total Assets,10.3 Bil
