,Values
NAV,"12,907.57"
Open Price,"12,885.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"7.0 / 2,787.7"
Day Range,"12,885.00 – 12,885.00"
Year Range,"10,960.00 – 13,425.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.390%
Total Assets,10.3 Bil
