,Values
NAV,"44,285.94"
Open Price,"43,950.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,190.0 / 20.2
Day Range,"43,935.00 – 43,950.00"
Year Range,"43,935.00 – 49,700.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.190%
Total Assets,7.1 Bil
